6107;Bengkayang
6106;Kapuas Hulu
6111;Kayong Utara
6104;Ketapang
6112;Kubu Raya
6108;Landak
6110;Melawi
6102;Mempawah
6171;Pontianak
6101;Sambas
6103;Sanggau
6109;Sekadau
6172;Singkawang
6105;Sintang
