11;5870
12;15311
13;5758
14;7899
15;3927
16;9000
17;2151
18;8825
19;1658
21;2502
31;11034
32;52786
33;35959
34;4065
35;40646
36;14249
51;4586
52;5376
53;5971
61;5433
62;3031
63;4578
64;5041
65;NULL
71;2624
72;3300
73;9266
74;3003
75;1300
76;1528
81;1973
82;1391
91;1092
94;3702
